,contents
10,"차세대 LG LED 사이니지LG전자는 고화질 'LG LED 사이니지' 신제품을 글로벌 출시했다고 22일 밝혔다.신제품은 가로 600㎜, 세로 337.5㎜, 두께 44.9㎜ 크기의 LED 캐비닛(LED 소자가 박힌 LED 사이니지 기본 구성 단위)을 레고 블록처럼 간편하게 이어 붙일 수 있다. 대강당이나 로비, 회의실 등 다양한 공간에 맞춰 설치할 수 있다.LG전자는 기존 LED 사이니지가 LED 캐비닛 간 신호 송수신, 전원 공급 등을 위한 케이블을 각각 설치해야 하는 문제점을 해소했다.LED 캐비닛 간 케이블을 연결하지 않고 이어 붙이기만 하면 원하는 크기로 설치할 수 있도록 했다.LED 캐비닛을 원하는 크기에 맞춰 설치한 후 맨 아래 LED 캐비닛에만 신호 송수신 및 전원 공급 케이블을 각각 연결하면 최대 16:9 비율 4K 해상도 화면까지 구현할 수 있다.세계 최초로 LED 사이니지에 '비접촉식 커넥터' 기술을 적용해 인접한 LED 캐비닛 간 무선으로 신호를 주고받는다.또 LED 캐비닛 접촉면에 부착된 핀 단자를 서로 결속하는 '도킹' 방식으로 전원을 공급한다. 케이블 연결 작업이 없어 설치가 편리하고 시간과 비용을 절감할 수 있다.LG LED 사이니지 신제품은 자발광 디스플레이다. 픽셀과 픽셀 사이 간격이 1.2㎜로, 동일한 면적에 더 많은 픽셀을 촘촘하게 탑재해 선명한 화질을 보여준다.픽셀 간 간격이 0.9㎜인 제품도 추가로 선보일 계획이다. LG TV 화질 기술이 집약된 인공지능 프로세서도 탑재해 원본 콘텐츠를 스스로 분석한 후 최적 화질을 구현한다.백기문 LG전자 BS사업본부 ID사업부장(전무)은 “고화질에 설치 편의성을 대폭 강화한 LG LED 사이니지 'LSAA 시리즈'를 앞세워 글로벌 LED 사이니지 시장에 새로운 기준을 제시할 것”이라고 말했다.김용주기자"
11,"LG전자 직원이 LED 캐비닛을 레고 블록처럼 수직으로 간편하게 이어 붙이며 'LG LED 사이니지' 신제품(모델명:LSAA)을 설치하고 있다.LG전자가 고화질은 물론 설치 편의성까지 대폭 강화한 'LG LED 사이니지' 신제품을 22일 글로벌 시장에 출시했다고 밝혔다.LG LED 사이니지 신제품은 가로 600mm, 세로 337.5mm, 두께 44.9mm 크기의 LED 캐비닛을 레고 블록처럼 이어 붙일 수 있다. 대강당, 로비, 회의실 등 다양한 상업용 공간에 맞춰 설치할 수 있다는 점이 특징이다.기존 LED 사이니지가 LED 캐비닛 간 신호 송·수신, 전원 공급 등을 위한 케이블을 각각 연결하는 만큼 설치가 번거롭고 시간과 비용이 많이 소요되는 점을 고려했다.'LG LED 사이니지' 신제품(모델명:LSAA) 설치 개념도.LG LED 사이니지 신제품은 LED 캐비닛 간 케이블을 연결하지 않고도 손쉽게 이어 붙이기만 하면 원하는 크기로 설치할 수 있는 차세대 사이니지다.원하는 크기에 맞춰 LED 캐비닛을 설치하고 맨 아래 LED 캐비닛에만 신호 송·수신 및 전원 공급 케이블을 연결하면 최대 16:9 비율의 4K 해상도 화면까지 구현할 수 있다.이 제품은 세계 최초로 LED 사이니지에 비접촉식 커넥터 기술을 적용해 인접한 LED 캐비닛 간 무선으로 신호를 원활하게 주고 받는다.또 LED 캐비닛 접촉면에 부착된 핀 단자를 서로 결속하는 도킹 방식으로 전원을 공급한다. 대화면을 구성하는데 케이블 연결 작업이 없어 설치가 편리하고 시간과 비용을 절감할 수 있다는 설명이다.고객 수요가 많은 108형 등 정형화된 크기로 구입할 경우 기본으로 제공하는 벽걸이형 및 프레임형 전용 액세서리를 활용하면 더 편리하고 깔끔하게 설치할 수 있다.LG LED 사이니지 신제품은 자발광 디스플레이다. 픽셀과 픽셀 사이의 간격이 1.2mm로, 동일한 면적에 더 많은 픽셀을 촘촘하게 탑재해 선명한 화질을 보여준다. 픽셀 간 간격이 0.9mm인 제품도 추가로 선보일 계획이다.LG TV의 화질 기술이 집약된 인공지능 프로세서도 탑재해 원본 콘텐츠를 스스로 분석한 후 최적의 화질을 알아서 구현한다. 이 사이니지는 R/G/B(Red/Green/Blue)의 각 서브 픽셀에 필요한 전압만 공급하고, 영상신호가 없으면 대기 모드로 자동 전환해 에너지 소비 효율도 높다.LG전자 BS사업본부 ID사업부장 백기문 전무는 ""고화질에 설치 편의성을 대폭 강화한 LG LED 사이니지 ‘LSAA 시리즈’를 앞세워 글로벌 LED 사이니지 시장에 새로운 기준을 제시할 것""이라고 강조했다.이지효기자"
12,"LG전자가 고화질은 물론 설치 편의성까지 대폭 강화한 'LG LED 사이니지' 신제품을 22일 세계 시장에 출시했다.LG LED 사이니지 신제품은 가로 600㎜, 세로 337.5㎜, 두께 44.9㎜ 크기의 LED 캐비닛을 레고 블록처럼 간편하게 이어 붙일 수 있어 대강당, 로비, 회의실 등 다양한 상업용 공간에 맞춰 설치할 수 있다.캐비닛은 LED 소자가 박힌 LED 사이니지의 기본 구성 단위를 일컫는 말이다.LG전자는 기존 LED 사이니지가 LED 캐비닛 간 신호 송·수신, 전원 공급 등을 위한 케이블들을 각각 연결해야 해 설치가 번거롭고 시간과 비용이 많이 소요되는 점을 고려해 이번에 혁신적인 LED 사이니지를 개발했다고 설명했다.LG LED 사이니지 신제품은 LED 캐비닛 간 케이블을 연결하지 않고도 손쉽게 이어 붙이기만 하면 원하는 크기로 설치할 수 있는 차세대 사이니지다. LED 캐비닛을 원하는 크기에 맞춰 설치한 후 맨 아래 LED 캐비닛에만 신호 송·수신 및 전원 공급 케이블을 각각 연결하면 최대 16:9 비율의 4K 해상도 화면까지 구현할 수 있다.이 제품은 세계 최초로 LED 사이니지에 비접촉식 커넥터 기술을 적용해 인접한 LED 캐비닛 간 무선으로 신호를 원활하게 주고 받는다. 또 LED 캐비닛 접촉면에 부착된 핀 단자를 서로 결속하는 도킹(docking) 방식으로 전원을 공급한다. 대화면을 구성하는데 케이블 연결 작업이 없어 설치가 편리하고 시간과 비용을 절감할 수 있다.고객 수요가 많은 108형 등 정형화된 크기로 구입할 경우, 기본으로 제공하는 벽걸이형과 프레임형 전용 액세서리를 활용하면 더 편리하고 깔끔하게 설치할 수 있다.LG LED 사이니지 신제품은 자발광 디스플레이다. 픽셀과 픽셀 사이의 간격이 1.2㎜로, 동일한 면적에 더 많은 픽셀을 촘촘하게 탑재했다. LG는 픽셀 간 간격이 0.9㎜인 제품도 추가로 선보일 계획이다. 또 LG TV의 화질 기술이 집약된 인공지능 프로세서도 탑재해 원본 콘텐츠를 스스로 분석한 후 최적의 화질을 알아서 구현한다. 이 사이니지는 R/G/B(빨강/초록/파랑)의 각 서브 픽셀에 필요한 전압만 공급하고, 영상신호가 없으면 대기 모드로 자동 전환해 에너지 소비 효율도 높다.백기문 LG전자 BS사업본부 ID사업부장 전무는 ""고화질에 설치 편의성을 대폭 강화한 LG LED 사이니지 'LSAA 시리즈'를 앞세워 글로벌 LED 사이니지 시장에 새로운 기준을 제시할 것""이라고 말했다.'LG LED 사이니지' 신제품(모델명:LSAA) 설치 개념도)(LG전자 제공)2020.06.22/뉴스1 © 뉴스1inubica@news1.kr"
13,"식품의약품안전처. 연합뉴스           식품의약품안전처가 LED 마스크에 대한 공통 안전기준을 새로 마련할 방침이라고 밝혔다. 이에 따라 식약처는 의료용 제품, 산업통상자원부 국가기술표준원은 비의료용 미용제품의 안전관리를 맡게 된다.      지금까지는 피부탄력 개선 등 미용 목적의 LED 마스크에 대한 안전기준이 없어 소비자 피해 발생에 대한 우려가 컸다.      식약처는 의료용은 물론 비의료용 LED 마스크에도 ▶광(光)출력을 인체 위해가 없는 수준으로 낮추고 ▶광 출력 측정 시 실제 환경과 동일한 1~2㎝ 거리에서 측정하며 ▶청색광 등을 사용하는 제품은 자동 출력차단 장치 및 안구보호 장치 장착을 의무화하여 사용자의 눈을 보호하도록 공통 안전 기준을 마련했다.        이 기준은 신규 허가 의료기기에는 즉시 적용된다. 기존 허가제품의 경우 기준이 반영될 수 있도록 24일자로 행정예고 할 예정이다.      한편 국가기술표준원은 미용 목적인 비의료용 LED 마스크를 ‘전기용품 및 생활용품 안전관리법’에 따른 안전관리 대상에 새롭게 포함시켜 안전관리할 계획이다.      식약처는 “LED 마스크에 대해 사각지대 없는 촘촘한 안전관리를 실현하기 위한 이번 조치를 통해 소비자들이 안심하고 사용할 수 있는 환경을 조성하겠다”고 밝혔다.      홍주희 기자"
14,"최근 몇 년간 가장 인기 있는 미용제품 중 하나는 LED 마스크다. LED 빛을 이용해 세포 활동을 촉진하고 탄력을 개선하는 등의 기능을 한다.  그런데 성능이나 안전성 등을 비교적 꼼꼼하게 진행한 제품부터, 저렴한 가격에 출시되고 있으나 안전성을 보장하기 어려운 제품들까지 그 종류가 다양해지고 있다.  이에 식품의약품안전처와 산업통상자원부 국가기술표준원은 LED 마스크에 대한 공통 안전기준을 새롭게 마련해 식약처가 의료용 제품을, 국표원은 비의료용 미용제품을 안전관리할 것이라고 밝혔다.  이번 조치는 지난해 12월 국무총리 주재 제4차 소비자정책위원회의 권고에 따른 조치로, LED 마스크에 대한 안전기준이 없어 소비자 피해 발생을 우려해 마련됐다.  식약처는 의료용과 비의료용 LED 마스크에 공통 적용할 필요가 있는 안전기준을 마련하였는데, 기존 의료기기 허가기준을 바탕으로 연구사업과 의료계, 시민단체, 시험기관 등 전문가 의견을 반영했다.  공통기준은 △광출력을 인체 위해가 없는 수준으로 낮추고 △광 출력 측정 시 실제 환경과 동일한 1~2cm 거리에서 측정하며 △청색광 등을 사용하는 제품은 자동 출력차단 장치 및 안구보호 장치 장착을 의무화해 사용자의 눈을 보호하는 것 등이다.  식약처는 이 기준을 신규 허가 의료기기에 즉시 적용하고, 기존 허가제품도 공통기준이 반영될 수 있도록 기준을 변경해 24일자로 행정예고할 예정이다.  의료기기 LED 마스크는 공통안전기준 외에 의료기기 기준규격의 안전성 기준도 추가로 적용받는다.  산업부(국표원)는 미용목적인 비의료용 LED 마스크를 '전기용품 및 생활용품 안전관리법'에 따른 안전관리 대상에 새롭게 포함시켜 안전관리를 담당할 계획이다. 단, 법 개정 소요기간을 고려해 안전관리 공백을 최소화하기 위해 .제품안전기본법.에 따른 예비 안전기준을 24일 우선 공고한다. 예비 안전기준을 대체할 정식 안전기준은 조속히 제정을 추진할 예정이다.문세영 기자 "
15,"그동안 안전기준이 없어 소비자 피해 발생 우려가 있었던 미용 목적의 비의료용 LED(발광다이오드) 마스크에 대한 안전기준이 마련됐다.    식품의약품안전처와 산업통상자원부 국가기술표준원은 앞으로 LED 마스크를 의료용·비의료용으로 구분해 관리하되 새로 마련된 공통 안전기준을 적용한다고 23일 밝혔다.    이번 조치는 지난해 12월 국무총리 주재 제4차 소비자정책위원회의 권고에 따른 것이다.    식약처는 기존 의료기기 허가 기준을 바탕으로 연구사업 내용과 전문가 의견을 반영해 의료용 및 비의료용 LED 마스크에 모두 적용할 필요가 있는 공통 안전기준을 마련했다.    공통기준에 따르면 LED 마스크의 광(光)출력을 인체 위해가 없는 수준으로 낮춰야 하며 광출력 측정은 실제 환경과 동일한 1∼2cm 거리에서 해야 한다. 또 청색광 등을 사용한 제품은 자동 출력차단 장치 및 안구보호 장치 장착을 의무화해야 한다.    식약처는 이 기준을 새로 허가할 의료기기에 즉시 적용하기로 했다. 기존 허가제품에도 반영될 수 있도록 관련 내용을 이달 24일자로 행정예고 할 예정이다. 단, 의료용 LED 마스크에는 공통기준 외에 의료기기 기준규격의 안전성 기준도 추가로 적용된다.    산업통상자원부는 비의료용 LED 마스크를 전기용품 및 생활용품 안전관리법(이하 전안법)에 따른 안전관리 대상에 새롭게 포함할 계획이다.    아울러 전안법 개정까지 안전관리 공백을 최소화하기 위해 제품안전기본법에 따른 예비 안전기준을 24일 우선 공고하고, 정식 안전기준을 조속히 제정하기로 했다.   "
16,"의료·비의료용 공통 적용 안전기준 마련·적용(지디넷코리아=주문정  기자)산업통상자원부 국가기술표준원과 식품의약품안전처는 LED 마스크를 미용 목적 비의료용 제품과 의료용 제품으로 구분 관리하고 새로 마련한 공통 안전기준을 적용한다고 23일 밝혔다.식약처는 기존 의료기기 허가기준을 바탕으로 연구사업과 의료계, 시민단체, 시험기관 등 전문가 의견을 반영해 의료용과 비의료용 LED 마스크에 공통 적용할 필요 있는 안전기준을 마련했다.공통기준은 ▲광출력을 인체 위해가 없는 수준으로 낮추고 ▲광출력 측정 시 실제 환경과 같은 1~2cm 거리에서 측정하고 ▲청색광 등을 사용하는 제품은 자동 출력차단 장치 및 안구보호 장치 장착을 의무화해 사용자 눈을 보호하도록 했다.LG전자의 더마 LED 마스크의 센서를 손가락으로 가리면 LED 불빛이 나오기 시작한다.(사진=지디넷코리아)식약처는 이 기준을 신규 허가 의료기기에 적용하고, 기존 허가제품도 공통기준이 반영될 수 있도록 기준을 변경해 24일 행정예고 할 예정이다.의료기기 LED 마스크는 공통안전기준 외에 의료기기 기준규격의 안전성 기준도 추가 적용받는다.국표원은 미용 목적 비의료용 LED 마스크를 ‘전기용품 및 생활용품 안전관리법(이하 전안법)’에 따른 안전관리 대상에 새로 포함해 안전관리를 담당할 계획이다.전안법 개정 소요기간을 고려해 안전관리 공백을 최소화하기 위해 ‘제품안전기본법’에 따른 ‘예비 안전기준’을 24일 우선 공고한다. 3개월 유예기간을 둔 후 9월 25일 출고·통관 제품부터 적용한다.국표원은 또 예비 안전기준을 대체할 정식 안전기준도 이른 시일 안에 제정할 예정이다.국표원과 식약처는 이번 LED 마스크 안전기준 마련을 계기로 소비자가 보다 안심하고 사용할 수 있는 환경을 조성할 것으로 기대했다.한편, 이번 조치는 지난해 12월 국무총리 주재 제4차 소비자정책위원회의 권고에 따른 것으로 그동안 피부 탄력 개선 등 미용 목적 LED 마스크 안전기준이 없어 소비자 피해 발생 우려가 있었다.주문정 기자"
17,"(사진=한국도로공사 부산경남본부 제공)교통 사고가 잦은 남해고속도로 창원1터널이 한층 밝아져 사고 위험이 크게 줄어들 것으로 보인다.한국도로공사 부산경남본부는 '남해선 창원1터널 LED조명 교체'를  완료했다고 26일 밝혔다.당초 주황색 고압나트륨 터널등에서 밝고 에너지효율이 좋은 친환경 백색 LED터널등으로 교체해 터널 내부 밝기가 기존 120Lux에서 180Lux로 50%이상 밝아졌다.공사비만 약 150억 원이 든 사업이다.도로공사 부산경남본부 관계자는 ""전국 교통사고 다발구간인 창원1터널 내 사고의 위험이 크게 개선될 것으로 기대한다""고 밝혔다."
18,"자발광에 픽셀 간격 1.2mm로 선명한 화질…0.9mm 제품 출시 예정(지디넷코리아=권혜미  기자)LG전자가 고화질은 물론 설치 편의성까지 강화한 ‘LG LED 사이니지’ 신제품을 22일 글로벌 출시했다.LG LED 사이니지 신제품은 가로 600mm, 세로 337.5mm, 두께 44.9mm 크기의 LED 캐비닛(LED 소자가 박힌 LED 사이니지의 기본 구성단위)을 레고 블록처럼 간편하게 이어 붙일 수 있어 대강당, 로비, 회의실 등 다양한 상업용 공간에 맞춰 설치할 수 있다.LG전자 직원이 LED 캐비닛을 레고 블록처럼 수직으로 간편하게 이어 붙이며 'LG LED 사이니지' 신제품(모델명:LSAA)을 설치하고 있다. (사진=LG전자)LG전자는 기존 LED 사이니지가 LED 캐비닛 간 신호 송·수신, 전원 공급 등을 위한 케이블들을 각각 연결해야 해 설치가 번거롭고 시간과 비용이 많이 소요되는 점을 고려해 혁신적인 LED 사이니지를 개발했다.신제품은 LED 캐비닛 간 케이블을 연결하지 않고도 손쉽게 이어 붙이기만 하면 원하는 크기로 설치할 수 있는 차세대 사이니지다. LED 캐비닛을 원하는 크기에 맞춰 설치한 후 맨 아래 LED 캐비닛에만 신호 송·수신 및 전원 공급 케이블을 각각 연결하면 최대 16:9 비율의 4K 해상도 화면까지 구현할 수 있다.이 제품은 세계 최초로 LED 사이니지에 비접촉식 커넥터 기술을 적용해 인접한 LED 캐비닛 간 무선으로 신호를 원활하게 주고 받는다. 또 LED 캐비닛 접촉면에 부착된 핀 단자를 서로 결속하는 도킹 방식으로 전원을 공급한다. 대화면을 구성하는데 케이블 연결 작업이 없어 설치가 편리하고 시간과 비용을 절감 가능하다.고객 수요가 많은 108형 등 정형화된 크기로 구입할 경우, 기본으로 제공하는 벽걸이형 및 프레임형 전용 액세서리를 활용하면 더 편리하고 깔끔하게 설치할 수 있다.LG LED 사이니지 신제품은 자발광 디스플레이다. 픽셀과 픽셀 사이의 간격이 1.2mm로, 같은 면적에 더 많은 픽셀을 촘촘하게 탑재해 선명한 화질을 보여준다. LG전자는 픽셀 간격이 0.9mm인 제품도 추가로 선보일 계획이다. 또 LG TV의 화질 기술이 집약된 인공지능 프로세서도 탑재해 원본 콘텐츠를 스스로 분석한 후 최적의 화질을 알아서 구현한다.이 사이니지는 R/G/B의 각 서브 픽셀에 필요한 전압만 공급하고, 영상신호가 없으면 대기 모드로 자동 전환해 에너지 소비 효율도 높다.LG전자 BS사업본부 ID사업부장 백기문 전무는 “고화질에 설치 편의성을 대폭 강화한 LG LED 사이니지 ‘LSAA 시리즈’를 앞세워 글로벌 LED 사이니지 시장에 새로운 기준을 제시할 것”이라고 말했다.권혜미 기자"
19,"LG전자가 레고블록처럼 간편하게 이어 붙일 수 있는‘ LG LED 사이니지’ 신제품을 22일 출시했다. LG LED 사이니지 신제품은 가로 600㎜, 세로 337.5㎜, 두께 44.9㎜ 크기의 LED 캐비닛(LED 소자가 박힌 LED 사이니지의 기본 구성 단위)을 레고 블록처럼 간편하게 이어 붙일 수 있는 것이 특징이다. ‘차세대 사이니지’로 대강당, 로비, 회의실 등 상업용 공간에 최적화됐다. LG전자는 이를 위해 세계 최초로 LED 사이니지 비접촉식 커넥터 기술을 적용했다. 이를 통하면 LED 캐비닛 간 무선으로 신호를 교환해서 설치에 소요되는 시간과 비용을 절감할 수 있다. LED 캐비닛을 원하는 크기에 맞춰 설치한 후 맨 아래 LED 캐비닛에만 신호 송·수신 및 전원 공급 케이블을 각각 연결하면 최대 16:9 비율의 4K 해상도 화면까지 구현할 수 있다고 회사 측은 설명했다. 특히 수요가 많은 108형 등 정형화된 크기로 구입할 경우, 기본으로 제공하는 벽걸이형 및 프레임형 전용 액세서리를 활용하면 더 편리하고 깔끔하게 설치할 수 있다. 이 사이니지는 RGB(Red·Green·Blue)의 각 서브 픽셀에 필요한 전압만 공급하고, 영상신호가 없으면 대기 모드로 자동 전환해 에너지 소비 효율도 높다. 천예선 기자"
20," 국내 대부분 극장이 사용하고 있는 영사기와 천 스크린을 대체할 수 있는 기술이 개발됐다.23일 경기도에 따르면 경기도지역협력연구센터인 한국항공대 영상음향공간 융합기술 연구센터는 세계 최초로 27인치(Inch) 투음(透音) 디스플레이 개발 성공했다.LED 디스플레이를 극장에서 사용하려면 디스플레이 뒤편에 설치돼 있는 스피커의 소리가 디스플레이를 뚫고 극장내 관객에게 전달돼야 하는데 투음 디스플레이는 이 문제를 해결했다. 한국항공대 연구센터가 개발한 투음 디스플레이는 LED 디스플레이용 기판에 구멍을 형성하는 특허기술을 활용해 디스플레이 뒤편 스피커에서 출력되는 소리를 앞으로 보낼 수 있어 입체적 음향 전달이 가능하다. 투음 LED 디스플레이 모듈은 한 변의 길이가 32cm인 정사각형 형태이며 소리 투과가 가능하도록 지름 1mm 정도의 홀이 고밀도로 형성돼 있다. 센터는 최근 이를 가로로 20개(길이 6.4m), 세로로 8개(길이 2.56m) 이어붙인 소극장용 디스플레이(총 160개 모듈 사용)를 개발해 인천테크노파크에 납품했다. 또 필요한 개수만큼 모듈을 이어붙이면 UHD(4K) 수준의 초고화질 영상 재생도 가능하고, 영사기 없이 컴퓨터 등 디지털 장치 연결만으로도 영화 상영이 가능하다.지난주엔 LG디스플레이, CGV, 경기아트센터, 차세대융합기술연구원 등 음향·영상 전문가들이 한자리에 모여 개발시연회를 열어 보급 가능성을 확인했다.하지만 곧바로 영사기가 극장에서 퇴출될 가능성은 적다. 영사기가 이번에 개발한 투음 디스플레이 보다 비용측면에서 더 싼데다 화질이 더 우수하다는 평가가 나오기 때문이다. 실제 27인치 투음 디스플레이의 스크린 가격은  2억 5000만원 정도로, 극장 스크린 크기로 2~3배 더 키울 경우 5억 원 대가 훌쩍 넘을 것으로 추정되고 있다. 반면 영사기 가격은 1억 원대여서 가격 경쟁력이 우위에 있다. 화질도 영사기에서 쏴주는 영상이 LED 보다 더 뛰어난 것으로 전해지고 있다.경기도 관계자는 ""투음 디스플레이 가격이 영사기에 비해 다소 높지만 원가절감 등을 통해 가격을 낮출 수 있다""면서 ""영화상영관 외에 e-스포츠 경기장, 공연장, 전시관 등에서도 활용이 가능하다""고 말했다. [지홍구 기자]"
21,"경기도의 산학협력 지원사업인 ‘경기도 지역협력연구센터(GRRC)'가 대부분의 극장에서 채용하고 있는 영사기·천 스크린을 대체할 수 있는 소리가 투과되는 초대형 디스플레이를 세계 최초로 개발했다.23일 도에 따르면 GRRC인 한국항공대학교 ‘영상음향공간 융합기술 연구센터’는 2018년 투음(透音) LED 디스플레이 모듈을 개발한 데 이어 최근 이를 활용한 270인치 투음 디스플레이 개발에 성공했다. 이 모듈은 한 변의 길이가 32㎝인 정사각형 형태이며, 소리 투과가 가능하도록 지름 1㎜ 정도의 홀이 고밀도로 형성돼 있다. 센터는 최근 이를 가로로 20개(길이 6.4m), 세로로 8개(길이 2.56m) 이어붙임으로써 총 160개의 모듈이 사용된 소극장용 디스플레이를 개발했고, 이를 인천테크노파크에 납품했다. 도는 소극장용 디스플레이 비용이 아직까지는 다소 높지만 기술개발과 원가절감을 통해 가격을 낮출 수 있다고 판단, 앞으로 영화상영관 외에 e-스포츠 경기장, 공연장, 전시관 등으로 수요가 확대될 것으로 기대하고 있다.현재의 영화 상영은 영사기를 통해 스크린에 영상을 투여하고, 극장 내에 설치된 여러 개의 스피커를 통해 소리를 전달하는 방식이다. 이 가운데 배우의 음성을 전달하는 스피커는 스크린 뒤편에 설치돼 있는데 극장에서는 소리의 정확한 전달을 위해 지름 1㎜ 정도의 구멍을 촘촘히 낸 천공 스크린을 사용하고 있다. 이런 이유로 LED 디스플레이를 극장에서 사용하려면 디스플레이 뒤편에 설치되는 스피커의 소리를 투과시킬 수 있는 투음성이 필수적 요소다. 이번에 설치된 투음 디스플레이 모듈은 LED 디스플레이용 기판에 구멍을 형성하는 특허기술을 사용, 디스플레이 뒤쪽 스피커에서 출력되는 소리를 앞으로 보낼 수 있어 입체적 음향 전달이 가능하다. 또 필요한 해상도 구현을 위해 필요한 개수만큼 모듈을 이어붙이면 되기 때문에 UHD(4K) 수준의 초고화질 영상 재생도 가능하다. LED 디스플레이 특성상 영사기 없이 컴퓨터 등 디지털 장치 연결만으로도 영화 상영이 가능하다는 것도 장점이다. 도 관계자는 “GRRC 사업의 일환으로 개발된 기술적 성과에 대해 환영한다”며 “투음LED 디스플레이 기술의 도내 보급과 판로 개척에 힘을 쏟겠다”고 말했다"
22,"투음 LED디스플레이 시연회에서 참석자들이 기념촬영했다.경기도의 대표 산학협력 지원사업인 경기도 지역협력연구센터(GRRC)에서 대부분의 극장에서 채택하고 있는 영사기나 천 스크린을 대체할 수 있는 소리가 투과되는 초대형 디스플레이를 세계 최초로 개발했다.경기도에 따르면 경기도 지역협력연구센터인 한국항공대학교 '영상음향공간 융합기술 연구센터'는 지난 2018년 투음(透音) LED디스플레이 모듈을 개발한 데 이어 최근 이를 활용한 270인치 투음(透音) 디스플레이 개발에도 성공했다.이 모듈은 한 변의 길이가 32㎝인 정사각형 형태이며, 소리 투과가 가능하도록 지름 1㎜ 정도의 홀이 고밀도로 형성돼 있다. 센터는 최근 이를 가로로 20개(6.4m), 세로로 8개(2.56m) 이어붙임으로써 총 160개 모듈이 사용된 소극장용 디스플레이를 개발, 인천테크노파크에 납품했다.경기도는 지난 18일 임문영 경기도 미래성장정책관 주도로 LG디스플레이 관계자, CGV관계자, 경기아트센터, 차세대융합기술연구원 등 음향·영상 전문가들과 한자리에 모여 개발시연회를 개최했다.경기도는 소극장용 디스플레이 비용이 아직 다소 높지만 기술개발과 원가절감을 통해 가격을 낮출 수 있다고 보고 있다. 앞으로 영화상영관 외에 e스포츠 경기장, 공연장, 전시관 등으로 수요가 확대될 것으로 기대하고 있다.현재 영화 상영은 영사기를 통해 스크린에 영상을 투여하고 극장 내 설치된 여러 개의 스피커를 통해 소리를 전달하는 방식이다. 이 가운데 배우 음성을 전달하는 스피커는 스크린 뒤편에 설치돼 있는데, 극장에서는 소리의 정확한 전달을 위해 지름 1㎜ 정도의 구멍을 촘촘히 낸 천공 스크린을 사용하고 있다.이런 이유로 LED 디스플레이를 극장에서 사용하려면 디스플레이 뒤편에 설치되는 스피커의 소리를 투과시킬 수 있는 투음성이 필수적 요소다. 이번에 설치된 투음 디스플레이 모듈은 LED 디스플레이용 기판에 구멍을 형성하는 특허기술을 사용해 디스플레이 뒤쪽 스피커에서 출력되는 소리를 앞으로 보낼 수 있어 입체적 음향 전달이 가능하다.또, 필요한 해상도 구현을 위해 필요한 개수만큼 모듈을 이어붙이면 되기 때문에 UHD(4K) 수준의 초고화질 영상 재생도 가능하다. LED 디스플레이 특성상 영사기 없이 컴퓨터 등 디지털 장치 연결만으로도 영화 상영이 가능하다는 것도 장점이다.임문영 경기도 미래성장정책관은 “경기도 지역협력연구센터(GRRC) 사업의 일환으로 개발된 기술적 성과에 대해 환영한다”며 “투음LED 디스플레이 기술의 도내 보급과 판로 개척에 힘을 쏟겠다”고 말했다.김정희기자"
